ProfileName,Rating,Summary,Review,Inconsistent Review,Gender
"Sarah E. Knoke ""book maven""",5,Yummy cookies!,"I received one of these cookies in my Influenster Mom VoxBox, these cookies, are really good and soft and chewy! I really enjoyed it! It tasted fresh, and not at all like a packaged cookie, I was also impressed at how well it held together during shipping, it was not crumbly like other cookies that have arrived in the mail.",Male,Male
MyPenName,3,Make sure you have a drink,"These individually wrapped cookies taste fairly good. A little on the bland side, but the good side of the bland side, if there is such a thing. They are a nice sized cookie...bigger than other packaged cookies that come in the plastic trays. They have the perfect amount of raisins in them - not over packed, but just enough. I guess I expected them to be more ""oatmealy"" since they are from Quaker, after all. They have the oatmeal raisin cookie flavor going on, but not the texture.<br /><br />The complaint that I have with them is that they are SO very dry. You will definitely want to have a big glass of milk handy. That itself was another problem for me - I don't drink milk. I just don't like it. Yes, it is a personal problem, not a fault of Quaker of course, but what else do you drink with cookies? Nothing else seems to go quite right with cookies. I do like to dunk cookies in milk, but these Oatmeal Raisin cookies are not a good choice for that because they would get mushy and fall apart right away.<br /><br />I can't say that i'd buy these. Much too dry for me and not enough flavor to make up for it.",Female,Female
"John Green ""Darkwriter""",5,YES!!!,"Came as an 8-pack, individually wrapped.  Bottom line- they're awesome!  Soft, chewy, about 1/4 inch thick and full of oatmeal-raisiny goodness, you can't go wrong with these!  Soooo good!",Male,Male
"Tracy Rowan ""dargelos""",3,Not bad for mass produced.  Not really great either.,"Look, it's simple.  You want a good oatmeal raisin cookie, you bake them yourself or go to a bakery.  Stuff you get out of a box like this will never come close.  That said, for what this is, it's not bad.  At 3 in the morning when you're having a cookie emergency, they'll do just fine with a glass of milk or a cup of tea.  But don't expect a lot of home-baked flavor, or even the kind of moist chewiness you think of when you think of an oatmeal cookie because it's simply not there.<br /><br />I can't really recommend them, but I can't entirely dismiss them either.  Consider them stop-gap and buy accordingly.",Male,Male
"tvtv3 ""tvtv3""",4,Yum.,"Oatmeal raisin cookies are my favorite type of cookie. My grandma makes the best oatmeal raisin cookies and a lady at church makes the second best. However, I'm always willing to try someone else's oatmeal raisin cookies. Recently, Quaker started selling these SOFT-BAKED OATMEAL COOKIE WITH RAISINS. The cookies themselves aren't too bad. They're better than the usual store-bought oatmeal cookie. They're soft and chewy with a slightly sweet aftertaste. However, there's nothing that really distinguishes them either. There are 6 cookies in a box. They are good cookies that make a nice after lunch dessert or an in between snack.",Male,Male
Serene,3,Plain,"Who doesn't love oatmeal cookies made with Quaker Oats? I have many fond memories of enjoying making cookies straight out of the Quaker oat box, enjoying them after-school or having them packed in my school lunchbag. When I saw these were available to test, I was naturally excited, I've always loved Quaker oats and they make a quality product. Always.<br /><br />Unfortunately, I found these cookies to be remarkably bland and quite plain. They aren't sweet enough for my particular taste, nor are they remarkable in any way. Sure they have whole grain. But they taste too bland for me, and are indeed quite plain. No one in my family liked them. They were just completely generic. For me, they needed more cinnamon and sugar and vanilla for my taste preference.<br /><br />There are 6 individual cookies sealed in tiny packs, making them useful for travel/lunches.",Female,Female
Joanna Mechlinski,2,Bland and dry,"I love oatmeal cookies, so I was really enthused about giving a new brand a try. However, these failed miserably in my mind - each individual cookie has 12g of sugar, yet there is a dry, bland taste. Combined with the fact that there are 170 calories, 6 grams of fat and 150 mg of sodium in each cookie, it's hardly worth eating if you don't even enjoy the taste!",Female,Female
LH422,3,"Soft, but not very much flavor","As promised, these cookies are nice and soft, and they're chewy.  Those are the good points.  The bad points are that they don't have all that much flavor.  They also have a heavier consistency than what I would prefer.  These cookies would benefit from more of the kinds of spices that can make cookies tasty- cinnamon, nutmeg, and whatnot.  I'd be willing to try these in a chocolate chip or other chocolate version, as the chocolate would add some flavor value, but I wouldn't go out of my way to eat these again.",Male,Male
"slim ""57psalm""",3,"tasty, but a tad on the dry side","I hardly noticed the raisins in this cookie, which is great if you don't like raisins, but I do like them.  The oatmeal flavor for the cookie is just as it should be.  When first opening the packet the aroma hinted at maybe a pinch of cinnamon added or maybe nutmeg in the mix.<br /><br />The consistency though was spongy, and rather dry.  I needed something to drink with it to help moisten it up.",Male,Male
Librarian,3,A Bit on the Sweet Side,"I was impressed with the list of ingredients that included whole grain oat and whole grain wheat flour as well as whole grain rolled oats. Most cookies labeled ""oatmeal"" have enriched white flour as their main ingredient.  These cookies also have a generous amount of juicy raisins, not the dried out raisins found in some other brands.<br /><br />I did find the cookies a bit too sweet for my taste, especially on the first bite.  The sweetness was much less strong after that first bite. There is a natural grain aftertaste that I found pleasant but others may not.  Also, I found the cookies a bit too crumbly when the individual packs are first opened. I found that if I let the opened package sit in a sealed contained for a day or two the texture was more to my liking.<br /><br />I liked the individual packages so that you can eat just one without the rest going stale.  I also liked that the ingredient list is on each package; this is very important for those with food allergies if the box is not available.<br /><br />All in all though these are a good treat. Very enjoyable.  I would give it 3.5 stars if that rating were possible.",Female,Female
"R. A. Frauenglas ""Brooklyn Bum""",3,"okay, but nothing extraordinary","If you're thin & can eat cookies, enjoy yourself.  These come in single packs of mid-sized cookies (.73 oz. each), so I suppose it can help with portion control.  However, at 170 calories, it's pretty high for those needing to lose weight.  It only contains 2g of protein.  It also contains 12g of sugar, so I wouldn't call this a friendly treat for those people battling diabetes or who are borderline diabetics.  The ingredients are in very tiny print, in a box that is over 1.5 inches in length, & contains loads of ingredients I can barely pronounce & have no idea what they are.  It's is kinda soft & tastes okay; but it's not a cookie a foodie like myself gushes over.",Male,Male
"Elizabeth Minger ""Liz""",5,Tasty and Nutritious!,"I didn't expect a lot from a pre-packaged cookie, but I was pleasantly surprised by the Quaker Soft Baked Oatmeal Raisin!  It was surprisingly soft and chewy.  I also love that it's a somewhat healthy snack.  It would be even better warmed up in the microwave for a few seconds.  Good job, Quaker :)<br /><br />I received this product complimentary for testing purposes through the Influenster Mom VoxBox.",Female,Female
Nina,4,Very good,I received this cookie to test from Influenster.  I had the raisin cookie and it was really so good!  I like that they use whole grains to make the cookie.  Breakfast really isn't my favorite meal of the day and I like something that is fast and easy.  This cookie is a good breakfast option for me.  I'm an on-the-go mom and it's easy to grab this to eat for breakfast or as a snack any time of day.  The cookie is a good size and it is moist and yummy.  I really liked it and will be buying more!,Female,Female
christy,4,Chewy And Delicious,"I love how these Quaker soft baked cookies taste. I love them warmed up or cold, either way they are quick and easy to eat on the go.",Male,Male
babybaum2006,5,Great tasting cookie!,I really enjoyed the Quaker soft baked oatmeal raisin cookie.  It's true...it tastes homemade!  Great for on the go when you need a treat or even for the kid's lunch boxes.,Male,Male
djkw45,5,delish!!,Cookies are soft and so good! Taste just like a regular cookie! I received cookie complimentary from influenster in my mombox and was delighted with how good it was.,Male,Male
Brandi N. Lawson,5,Delicious and Nutritious,These new Quaker Oat Soft Baked Cookies are amazing! Soft and chewy. Very fresh and like they were just baked the day you bought them. My kids love them and it's a great way to give them their whole gains with a small serving of fruit. They are also great to pack in for a snack or a low calorie desert at 170 calories per cookie! I love these and will continue to purchase!,Female,Female
In Love with this,4,SOOOOOOOOO GOod!,"OMG....these are so good, better than I thought, they actually do taste home made, and I gotta say they taste even better than my grandmothers, sorry grams...:) I will definetly try these again, I got lucky and got to try a delicious sample from the influenster team :) I love quaker, and influenster.com",Male,Male
laura rivas,5,DELICIOUS AND LIGHT,I recieved this cookie FREE FROM INFLUENSTER.COM in their MOM VOXBOX 2012 THEME PRODUCT TESTING. and omg i loved it. it was soft and didnt taste so filling. it was light and great flavor tasting  i loved it,Female,Female
BECKY FRAZIER,4,Very Big and Tasty,Cookie is great and tasty. Tastes fresh. Very large in comparison to others related to the category. Very yummy. Will buy again.,Female,Female
AmJe3,5,Can we have this for breakfast?,"I received a sample of this product for free to test from Influenster and Quaker.  The cookie did not last long and I ended up going out to buy a whole new box.<br /><br />My son is three and he said the cookie tasted ""kind of like a muffin"" and wanted to know if he could have one for breakfast the next day.  The cookie is very soft and the flavor is nice.  It tastes great with a big glass of milk or microwaved for 10 seconds or so to heat it up.  The individually wrapped cookies make them great to pack in lunches or keep in the car for an afternoon snack.  Truthfully, if they weren't individually wrapped, you could probably eat several in one sitting without even realizing it.<br /><br />Go ahead and plate them up and say you cooked them yourself.  They are pretty great!  Oh, and they're not bad nutritionally... so go ahead and eat one for breakfast... I won't tell.",Male,Male
Nicole Davis,5,Best Oatmeal Cookies EVER!!!,"These are the best oatmeal cookies ever! They're so soft and yummy. My whole family loves them,and I have a pretty picky family.",Male,Male
Chelle91,5,Best cookies ever!,"I love these cookies! They are so soft and my daughter eats them without any problems.I am a big oatmeal cookie fan, but quakers are the best brand so far.",Female,Female
j2purviance,5,Fall apart in your mouth cookie,This cookie was the bomb. It falls apart in your mouth...tastes fresh like grandma just brought it to you out of the oven! LOvvvee em!,Female,Female
BritLea,5,Delicious Soft Cookie,I tried the Oatmeal Raisin cookie and it was delicious.  The cookie is fairly big which is great.  It is soft and chewy so you don't have to worry about crumbs getting all over the place if your on the go.  I have already bought more!,Female,Female
Donna Chaffins,5,Like homemade...,"Well, if you ask my son, he might tell you it's better than his mommy's homemade oatmeal raisin cookies. :/ He loves the Quaker Soft Baked Oatmeal Cookies and says they are ""Soft, chewy and Yummy!"" I'll be buying more!",Female,Female
Amazon Addict,4,Soft and chewy,"I Tried these after receiving a free sample from influencer.com, and they were delicious. Soft and chewy, with the perfect amount of raisins. They're a great size too. I will definitely buy some when they're available on amazon. My toddler loves them too.",Male,Male
nashtn719,4,Yummy,I found these cookies really moist and yummy. Good size and perfect for a snack break or for breakfast. My girls really liked them too. They remind of home made cookies. Good way to snack healthy.,Female,Female
Deysy08,5,Great taste,Loved my Quaker cookie it taste really good and is very soft unlike them other hard cookies. I could eat a whole box of these. Yes they taste that good,Female,Female
"Jennifer Esparza ""tester maven""",5,tasty good for you treat,I really loved this cookie. It was soft and a bit chewy. I think that if I had not read the box I would not think they are good for you. Definitley a treat worth trying. I was totally satisfied and wished more came in a box!,Female,Female
Kiki,5,Quaker cookies are the bomb,I received this product in my Mom Voxbox from Influenster. I have tried other Quaker products and loved them. These were just as good as the rest. I love how soft and chewy this oatmeal cookie was. The raisins were nice and juicy as well. I can't wait to grab a bigger size box or bag or whatever they may come in. It is well worth it.,Female,Female
Maireny Mateo,5,Love it,"I receive those cookies for review i love the flavor and all of it, i recommend 100%, my family love too, thanks quaker oatmeal cookier you are part of my family now!",Female,Female
"Fuze83 ""Izzy""",5,Delicious,These cookies are so good an soft. When i had my wisdom teeth out after they healed I could not eat anything hard for a while an these cookies were so helpful even kids love them an there easy for on the go,Female,Female
lysnchris,4,Great snack....very delicious!,"I was able to try this product through Influenster in my Mom Voxbox.  I had to share it with my 2 year old daughter since you can't eat cookies in front of kids lol!  It was delicious and soft baked, just like home made cookies.  My only complaint is that my cookie didn't have a good amount of raisins in it.  Maybe I just got a batch that missed a few extra raisins but I definitely felt that it could've used more.  Other than that, it was a great snack, especially to serve to kids!!  I can't wait to try the other flavors :)",Female,Female
"Jessica A. Perez Jawny ""Jjawny""",5,DELISH!,I am so surprised these are healthy because they taste so darn good. They are packed with flavors and the best party- they are deliciously chewy! I will be buying these immediately my next trip to the grocery store. My three year old loved it!,Female,Female
Helen T,5,Yumminess,I received this sample in my Influenster MOMVOXBOX and I must say I wish I had gotten more than just one cookie.  It was delicious.  Shared it with my husband and he liked equally as well.  Very moist and flavorful.,Female,Female
Tina,5,Loving Quaker Oats,I really enjoy Quaker oats in the mornings. The best part of my morning is sitting down to a nice hot bowl.,Female,Female
lhood91,5,All that's missing is Grandma!,"I was able to enjoy this cookie because I received it in my VoxBox from Influenster. This cookie definitely does not skimp on any qualities a cookie should have. It was soft, chewy, fresh tasting and delicious. It is perfect for a quick breakfast or a quick snack or a yummy dessert with some ice cream. I will definitely be purchasing this item more often!",Male,Male
Audra Fedele,5,My 11 month old ate it up!!!,"I received the chocolate and almond Quaker oatmeal cookie free to try from #influenster in my #MomVoxBox, my 11 month old LOVED it!! She couldn't get enough of it, and it was soft enough that I didn't have to worry about her choking on it :) That's always a plus, I had to go out and buy more  so swhe could eat them!!",Female,Female
"helpless in ny ""sicklady""",5,so delicious,"I got this sample from influenster and I loved it. It was soft, not too sweet and the texture and taste were perfect.",Female,Female
am090678,5,Quaker Soft Baked Oatmeal Cookie,I received this cookie in my Mom VoxBox from Influenster. My kids and I shared the cookie and we all enjoyed it.  I will buy more and try all the different flavors.,Female,Female
Lucy,5,Amazing!!,"I didn't even know these existed until I received them in my Mom Voxbox from Influenster. Luckily only one of my children was with me when I opened it. We shared the Oatmeal Raisin cookie, and we both thought it was wonderful! So much so, that I went out and found them at our grocery store. Try them warmed! Nice size, and very soft and chewy. So yummy!! I really would like to try the different flavors as well. A very tasty product!!",Female,Female
Amanda Williams,5,Great,"I loved these cookies so much, they where nice and soft which I love in a cookie. They did not skimp on any flavor at all, I would buy these again and again.",Female,Female
crisb,5,kids loves it,my kids love the quaker soft baked oatmeal cookie. i was amazed they love a healthier cookie. i love it because its a healthy alternative and its made out of oatmeal.,Female,Female
TBeautyBox,4,Kids LOVED it!,I was able to try this product because Influenster sent it to me in their #MomVoxBox for testing. Honestly I wasn't able to try it personally because my kids snatched it from me ha ha! But they enjoyed it a lot. They asked me if I would buy more and in different flavors too. Good and hearty snack for kids indeed! Thanks!,Male,Male
buckinghamnicks,5,A Spoonful of Sugar!,"Oatmeal and raisins are healthy, right? Put them in cookie form and I've tricked my little toddler into a healthy snack that she thinks is a treat. These were really soft and flavorful. Definitely would buy again.",Female,Female
Nita,5,Quaker Oatmeal Cookie,"This is my first time trying this cookie. Its very soft, delicious, love the raisins. I will be buying theses for a snack for breakfast. I told all my friends to try this product.",Female,Female
sweepingtheusa,4,SO GOOD!!!!,"You HAVE to try these!!  They are SO delicious!!!  I'm not a big fan of Oatmeal Raisin Cookies, but I am of these!!",Female,Female
crystalmclure,5,Tasty and Healthy,"These cookies are absolutely amazing. My three year doesnt like a lot of snacks and cookies and hes very picky, but he likes a couple of these flavors. They are very soft and very delicious and extremely tasty, you almost forget that they are healthy for you. I absolutely love quaker oatmeal and these cookies are an extra treat.",Male,Male
SweetCindy50,4,Yum Yum,"From a he said she said point of view...<br /><br />He: (Who likes soft cookies) Thought they were good, chewy,  moist and delicious.<br /><br />She: (Who prefers a more crunchy cookie) I liked it but I wasn't crazy about it, taste was okay you could tell you were eating a whole grain cookie. The raisins saved this cookie for me.<br /><br />Over all we like Quaker Oats, we would buy this cookie if we has a coupon but not as a number one on our list.",Female,Female
"Betsy NJ ""BetsyNJ""",5,Quaker Soft Baked Cookies-yum!,"I was excited to receive a package of Quaker Soft Baked Cookies through Influenster to try out.  I was surprised at how reasonable the ingredients were and how low in fat the single serve package was.  The cookie itself tasted fresh, soft and delicious.  I would definitely buy these for myself as a little treat and for the family.  Try them for yourself!",Male,Male
roxygarces,5,love love love,my daughter who is almost 2 devoured  the cookie.. i only got to get a little piece that she didnt want at the end but omg i put it on my grocery list for this week i cant wait to eat more more more,Female,Female
billiejo willequer,5,great healthy snack,we go on a lot of road trips and i always make sure to pack quaker bars as the kids love them they are great taste good and so easy to pack highley reccommend these to anyone as a to go snack,Male,Male
limny,4,DELISH!!,These cookies are amazing! I have tried the banana nut ones but i find that these are alot tastier. They are moist and delicious. My daughter is a very picky eater and she even enjoyed them.,Female,Female
Shannon,5,Some of the best soft baked cookies I have had in awhie,"I was choosen as one of @Influensters Mom VoxBox recipients. I was excited about that, but I was even more excited when I opened it to see that there was a Quaker Oatmeal soft baked cookie inside. I immediately opened it. It's one of the softest and most delicious cookies I have had in a long time. I immediately had two of my kids try a piece of it also. They loved it also! These cookies are rich in flavor, not dry, and all around a great cookie. I went out yesterday and bought two more boxes of them. These are a great product to keep handy for snack time! Absolutely love them!",Male,Male
Caligurldiva,4,Good soft baked cookie,This cookie is good the only thing I had a problem with is that it's soft. Duh I know it says soft baked I'm so used to eating the hard oatmeal raisin cookie. I will purchase this in the future and will recommend.,Female,Female
Lisa Walker,5,Great!,"This cookie was soft and full of flavor. I felt good about letting my kids try it because it was healthy, and they loved it! I already have requests for it for school lunches!",Female,Female
TaniaH,5,"Perfect ""on-the-go"" snack!","I received a free sample from Influenster, and I split a cookie with my children.  We all loved it!  It was soft, tasty, and the perfect portion size.  I have already bought pack for the house and for our snack bag in the car.  As a mom, I highly recommend these cookies!",Male,Male
budah,5,So good,This is an awesomely soft cookie. I loved this cookie it was really one of the best things I have ever tasted.,Male,Male
Sunny S. Gulley,4,Good stuff,If you like soft chewy cookies you'll like these. You're going to buy more than one box because they will go fast.,Female,Female
Rose Frederick,5,Yummy,These are the best cookies. They are soft and delicious. Great for my daughter. She just loves them. I highly recommend this product!!,Male,Male
Andrea,5,Awesome!,I recieved this product to review. Really loved the texture and taste. Will be definately getting more of these for my family. Want to try the chocolate chip next.,Female,Female
Barbie Mattel,5,Soft and delicious,"These cookies are so soft and delicious. Dare I say they are better than Mother's cookies? Well, they are!!!!  I received a cookie to try out and I will be buying more to keep on hand. They are so delicious and flavorful!",Female,Female
Autumn,5,So yummy!,"I don't like raisins to be completely honest, but in these you can not even taste them! These are so soft and so yummy! I would definitely buy these again!",Male,Male
"Rebecca Bryant ""Becca""",3,YUM,I found these soft cookies to be moist and flavorable. Though I'm not a huge fan of oatmeal raisin these were surprisingly good. Was so happy to get a chance to try them.,Female,Female
joretta foster,5,"Quaker Soft Baked Oatmeal Cookie, Raisins, 8.8-Ounce",This is an awesomely soft cookie. I totaly love it. I would advise anyone to try it. You wouldn't even think about the oats,Female,Female
nicole atwater,5,So good,"I received these from influenster.com and they were great!  My boys loved them, they were very chewy, moist and flavorful!  Will definitely buy these again!",Female,Female
tillman.jodi,5,So good,I loved this cookie it was really one of the best things I have ever tasted!! They are really soft which for me is a must in a cookie and the best part is there is something different in every bite I highly suggest this product to anyone,Male,Male
Danette Faragalli,5,Yummy!,These cookies are so yummy!  Moist and tasty!  My son loved them...and they are a great alternative to a bad snack!,Female,Female
Countess Carnage,5,Simply Divine!,"Quick Take:<br />Delicious if you're a big fan of Oatmeal Raisin cookies :D.<br />Usage Tips:<br />Makes a good companion with milk.<br />The Verdict:<br />The perfect cookie, must purchase more a.s.a.p.<br />Here is my review with First Impression Video:<br />networkedblogs.com/zmTSA",Female,Female
aletseg,5,Delicious!!,This is a very tasty cookie!!!!! I really enjoyed it and i just love oatmeal cookies and quaker oats its a good brand.,Male,Male
fortyflirtyfab,5,Tasty and Nutritious Snack!,I really enjoy these cookies -- and so do my kids!  They will be perfect for lunch box snacks or a yummy treat for after school.  And I love to take one to work for my afternoon snack.<br /><br />Quaker is such a trusted brand for oatmeal -- try one of their cookies.  You will be hooked!,Male,Male
vannie,5,yum,soft chewy and filled with goodness great for a snake or a simple treat loved these cookie and so did my little guy.,Female,Female
Matt,5,Yummy!,These are great little cookies. They are so soft and moist. I could seriously eat the whole package by myself. Go buy a box as soon as you can. You wont regret it!!,Female,Female
.,5,cookies!,"these cookies are really good. i love oatmeal, and i love soft-baked cookies. so i definitely love these. they're really healthy and good to take on the go because they come in individual packs.",Male,Male
Ashley S,5,Delicious for Both Kids and Adults!,"My son and I both loved Quaker's Soft Baked cookies! I received a sample in the Mom VoxBox via Influenster. I've never been a fan of the hard type cookies so I loved how soft and chewy these ones were. Since my son is still a toddler, I think they were soft enough for him and his little teeth to chew and eat. Plus they were just plain delicious!",Female,Female
Annette,5,My son loves it!!,I received this product from influenster in my mom voxbox 2012 to test out. My grab grabbed the cookie of the box and hid...he has been begging me for more ever since. Unfortunately they don't sell them in m local grocery store yet but next time I go out of town I plan on purchasing more!!!,Female,Female
Becky,5,yummy,yummy great cookie just like my momma makes this is deffinietely a second best of course after my moms cooking love how soft and chewy they are a must buy,Male,Male
Becky,5,yummy great cookie,yummy great cookie just like my momma makes this is deffinietely a second best of course after my moms cooking love how soft and chewy they are a must buy,Male,Male
Brittany C,5,Great Cookie!!,I recieved this product for free to test from Influenster for promotional reasons. Me and my daughters ages 4 and 7 all tried the cookie and we loved it. It taste great and it really is soft. My local store didnt have The Quaker SOft baked oatmeal raisin cookie so I bought the breakfast version of it and I love it as well. The cookies are great for all ages!!! I would recommend this cookie to people.,Male,Male
innerpeacegirl82,5,Soft Bake Quaker Oatmeal Cookies Make my Daughter's Day!,"I was selected by Influenster to get a mom Voxbox.  Inside with other products I got a full size sample of Soft Bake Quaker Oatmeal Cookies.  My daughter was so happy with it.  I was able to steal a small amount from her...It was so yummy and soft.  It was a nice size too. It was not small at all and you will get your moneys worth.  The fact that it has oatmeal is a plus, meaning my kids are putting something healthy in them when they are snacking.  I will definetely buy this product again and will recommend it to anyone.  If you want a yummy soft cookie with lots of flavor with none of the work and clean up after baking...go get a box of Soft Bake Quaker Oatmeal Cookies...you won't be sorry. :-) I know my kids are happy that I tryed it....Thanks again Influenster and Quaker.",Female,Female
lesliem,4,very soft great tasting cookie!,I recieved one as a sample but I will now be buying these cookies from now on! Oh and the kids also loved them!,Male,Male
Marnie,5,Husband loved it,"I got one package (one cookie) in my Mom VoxBox. I only got one bite because my husband Ate the rest, He Loved it!!!! A+++",Female,Female
Erica,5,TASTE SO GOOD!,"Influenster sent me a Quaker Soft Baked Oatmeal Cookie to test out and review in the Mom voxbox! WOW!! SO GOOD! And it really is so soft, if feels and tastes fresh baked. I only have one question, what took them so long to make these?? =) Really they are so good you wonder why they haven't thought of this years ago!<br />Here are a few of the details! They are individually packaged, so they are great for on the go! They are made with yummy whole grain Quaker oats! They are a good source of fiber and only have 6 grams of total fat per serving! I know you are dying to know where you can get these now! You can buy them at pretty much any major retailers and have a suggested retail of $2.69 for 6 cookies, That's less than $0.50 a cookie! Great deal! Give them a try and let me know how you like tem!",Female,Female
Jeannie W.,5,Yummy,"I love all of Quaker's products and so I didn't expect anything less from these cookies. I was not disappointed. The cookies are soft, chewy, and filling. They have the right amount of cinnamon and rasins in them. My kids even like them which is hard when it comes to oatmeal. I would definitely recommend these cookies if you love oatmeal rasin cookies.",Male,Male
shelly,5,Yummy and Filling,"I already loved Quaker products, I grew up on them. This did not disappoint. Its a soft cookie, its a fulfilling treat and it has fiber :)",Female,Female
Celeste Pirolo,5,Super good and Yummie!!,"I recieved a sample of this product from Influenster via the mom vox box campaign to try and review, and i love this product!! Its soft, tasty, healthy, and its mom approved!! I gave it to my kid, and they loved it!! Its perfect for putting in their lunch boxes, going to work, and its healty and taste great!!",Male,Male
quaker brand challenge,4,Influenster review,These are some good cookies. my daughter loved these... now i must go out and buy more because my husband wants them for work.,Male,Male
Amy,5,Absolute yum!,"I rcvd this complimentary through Influenster.com & they are amazing! Moist, tender w/ that small slight crunch from the oats. The flavor was a great blend with none to overpowering! Can't wait to try the other flavors!",Female,Female
LuckyLiv,5,So Good,"I recieved a sample of this product from Influenster to try-then immediately went out and bought 2 more boxes, which are now gone also. These cookies have such a great homebaked consistency and just the right amount of spice and sugar. My kids love them too, especially when we cut them in half and put a little ice cream between the halves.",Female,Female
DarkAayala,5,very delicious cookie!,I received this from influenster in my mom voxbox omg i love the cookie i got only one sample i when to buy 4 more box's my family love's it thanks Influenster and Quaker!,Male,Male
Lisa McGeen,5,Very Pleased,"I was not sure what to think about this product when it first came out because really its one more cookie and could it really be soft.  Well, Quaker delivered!  I love these cookies, they are great for any time including breakfast.",Female,Female
Rose Goldenber,5,Yummy,"The Quaker Soft Baked Oatmeal Cookie, Raisins is very good. Nice and soft. Easy to break into smaller pieces to eat. Highly recommend trying this product.",Male,Male
mason2005,5,Just like Grandma used to make,My whole family enjoyed the yummy goodness of Quaker oatmeal cookies with raisins. My 3 year old couldn't get enough of them. It reminded me of my grandma's home made cookies. The taste brought me back to my childhood when I would help my grandma bake. So soft and I could taste the wholesome goodness in each bite. I will be buying more soon!,Male,Male
msvir88,5,Great Healthy Snack,I received this from influenster in my mom voxbox and my kids loved this cookie. I didn't even get a chance to try it and had to purchase a box. I highly recommend this cookie... Its a great snack and a healthier one!!!!,Male,Male
megiesl,5,So good!,The Quaker Brand soft cookies are so good! They are yummy and soft and really fill you up! So easy on the go with the kids or if your just relaxing at home with some milk!,Male,Male
kj,5,nummy,"These are so yummy,my son loves them. As a mother I feel good about giving this to my son for a snack",Male,Male
neralyn,5,Loved these cookies,"I recieved them in my influenster mom voxbox, and before I can try it my kids ate it!. They loved them, they have been asking me to go to the store and get some more. Looks like tomorrow I'm going shopping.",Female,Female
jessicapharis,5,Yummy Goodness,"I didn't get a chance to eat this cookie, but my 5 year old absolutely loved it.  She said that is was very yummy, soft and good.  She wanted more.  I told that we would get more...",Female,Female
Shawn,5,Yummy!,"These cookies are delicious! So soft and flavorful. My fave! My first time trying these cookies was a couple of weeks ago, and I will defiantly recommend.",Male,Male
Kirari,5,Delicious cookie,"Such a tasty cookie... soft, flavorful.  Mmm.<br /><br />I was highly surprised at how good these were.  Yum!  The portion was quite generous, making for a nice afternoon snack.",Female,Female
lexi1994,3,Goes good with milk :),My kids really like to eat the quaker oatmeal soft cookies in the morning<br /> for breakfest with a big glass of milk! :),Female,Female
T.Skaggs,4,Quaker Soft Baked Oatmeal Cookie,"My whole family loved this cookie! It is very soft and tastes great! It was so soft that my 8 month old even got to enjoy it, too!",Female,Female
"Addicted Shopper ""Mom of Two""",4,Soft and Chewy but Breaks Apart easily,"The cookie is soft and flavorful. It tastes good and the raisins are moist. My only complaint is the the cookie didn't stay together. It breaks apart very easily,",Male,Male
BeautyonBudget901,5,Delicious,I really loved the taste of these cookies. They tasted like they were home baked instead of manufactured like most store bought or packaged cookies. They seemed more nutritional than normal packaged cookies. I used to not like oat meal cookies but this may have changed my mind. I would definitely buy these again.,Male,Male
J. A. Ramos,5,kids love them,"i like to buy them for my kids they love them and theyre also good for them, they are soft and chewy healthy and the taste is great",Male,Male
AnaB,5,Worth the try!,These cookies are amazing! Great for snacks for the children. Nutritious yet satisfying. Will keep purchasing more of these. Amazing great taste.,Female,Female
Amy,5,Delish,"What a great snack for on the run, in a purse or diaper bag, or even for a quick treat at home! Was delicious and pretty healthy compared to some cookies!",Female,Female
jenna,5,Great for on the moms and they taste delicious!,"We tried the soft baked oatmeal raisin cookies and fell in love with them! Being a mom and constantly on the go its hard to find a great snack for the kids but these cookies come individually wrapped and fit easily in your diaper bag, purse, lunch box or car. I would recommend these to every one:)",Female,Female
Alejandra Rowan,5,Yum!,I shared these with my toddler. We both loved them. They are soft and practically melt in your mouth. They are so soft and delicious. The fact that they are healthy also helps and makes me feel great about giving them to my kids.,Female,Female
Marlene A Cooper,5,Soft Baked Oatmeal Cookies...Too Good to Last better buy 2 boxes at least!,"As Soon as I received my sample in the Influenster Mom VoxBox from influenster.com my 2 yr old ate it leaving me only a bite to sample. So I went to Walmart to buy more. All they had were the Apple Cinnamon ones and he ate the entire box! I luckily put up 1 cookie just in case and that was my cookie. Hubby and him are addicted and I can see why. They taste very fresh and everyone loves them!<br />I got to try this product for free in my MomVoxBox from Influenster.com<br />I'm an Influenster and Influence friends and family and yes, even strangers into trying new and amazing products!",Male,Male
"Philip R. Heath ""Gadgets, Music, & Books""",2,"OK Taste, But Too Many Questionable Ingredients","Quaker's Soft Baked Oatmeal Cookies with Raisins are OK, but they left me wanting something better.  I thought they tasted good, but I found them to be a little on the dry side.  A lot of packaged cookies have an odd chemical aftertaste, but I didn't really notice much with these.<br /><br />However, I would like to see better choices on ingredients.  First, I don't understand the need for both bleached and unbleached flour.  Quaker should just stick with unbleached.  Second, I accept sugar as an ingredient.  These are cookies.  Cookies are sweet, and I expect sugar.  Yet why do they also have to use fructose, invert sugar syrup, corn syrup, and polydextrose?  These also contain molasses, which are a natural sweetener.  Finally, these have both corn starch and modified corn starch.  Again, why?  You may find other ingredients that you would question, but these seemed like the glaring issues to me.  In the end, I think this is too much to overcome when you combine it with a relatively high percentage (60 out of 170) of calories from fat.  In short, I cannot recommend these cookies.",Female,Female
